customer_message,support_response,intent
you guys are thieves. Everyone please look at your bill you are charged the same tax twice and billed incorrectly #thieves,We'd be happy to correct any billing discrepancies you may have. Please follow and DM us.,billing_charges
Well im pissed. cust rep was rude &amp; annoyed W/ ME when I asked if it was there was an option to move an appointment #byeverizon https://t.co/hIb22iiVKM,We do not want to lose you as a customer. The appointment can be rescheduled here. Please follow and DM us.,installation_availability
I hate calling businesses and they have unknowledgeable EMPLOYEES‼️ WTF is y’all doing in theses Training departments @VerizonSupport smh,Allow us to help! Are you having trouble with your residential or cellular service?,mobile_phone_issue
@VerizonSupport I am the only one home at the moment on my phone it’s connected to the WiFi but not working at all so I have to disconnect,Can you check on another device later and let us know what happens? We are here 24/7.,internet_wifi_issue
"Of all the days to not have internet, not due to technical problems, but confused policy, so I'm stuck between packages with zero service.",Can you follow and DM us the details we will look into it for you.,internet_wifi_issue
Internet is. And cable box is,Thank you. Have you tried rebooting both your router and battery backup unit?,internet_wifi_issue
@VerizonSupport But a functional number to call would be a start. Rep gave me 1-800-483-4000 and 1-800-837-4966 (says I should call back during biz hours).,800.837.4966 is the Fios number. Please DM us.,mobile_phone_issue
I thought you had the fastest internet shouldn’t take over an hour for a 2gb update with 75 up and down https://t.co/4Zd0E0rOPz,Is this console connected with an ethernet connection or over wireless?,internet_wifi_issue
Yo when ya coming to dyckman,We're always expanding our Fios footprint. You can check for avail and status here. https://t.co/B9iQtjEAZw,tv_fios_content
@VerizonSupport Wired,Thank you. Have you already tried to factory reset the router by holding down the reset button on the back for 15 seconds?,equipment_router
@VerizonSupport Nope at a restaurant. They came out got phone and tv working. But not internet,Can you please follow and DM us.,internet_wifi_issue
.@VerizonSupport I asked for one of these batteries and you sent me a remote control. Why? https://t.co/tlxF1t2Td5,"Not sure what happened, please come into chat.",equipment_router
So we have to suffer because they’re arguing,We know that this is frustrating. More information on this situation can be found at https://t.co/0CGtCLJmw4,internet_wifi_issue
@VerizonSupport I don’t want to talk to an automotive person I want to talk to a real human I’m fucking sick of y’all.,We're here for you! What issue are you having?,complaint_escalation
It’s not a Verizon Wireless issue it’s a FIOS issue the CS department is terrible the last time I called with a legit complaint I got hung up on and when I called again I had to wait 40 minutes to get someone on the phone.,We'd like to help with your Fios issue. What's going on?,mobile_phone_issue
"@VerizonSupport Aye ghee, I need to talk to someone about my account not no fake person that shits corny","We're real people here, we promise! What's going on?",account_login
@VerizonSupport Need link,Are you able to click on the secure chat link sent through DM last week?,billing_charges
"There are women who got pregnant, gave birth and taught their child how to walk faster than @VerizonSupport fixed still pending damage claim",We can investigate this damage claim for you. Please send us a DM at your earliest convenience.,complaint_escalation
@VerizonSupport Customer support. Billing. #PITA,Is it regarding a Fios or Wireless (mobile) account? We want to ensure the right team is assisting you.,billing_charges
@VerizonSupport I was online with customer service for 3 hours yesterday. #stoptheinsanity,Oh no! Please come here so we can assist you next time.,complaint_escalation
@VerizonSupport WHY do I keep getting telemarketing calls from *local* cell numbers?!?! #Frustrated,We can help you block the calls. Is this regarding your residential or cellular service?,mobile_phone_issue
"Just canceled my . Service is horrendous. Wait on hold for 15+ min. for tech support, finally hung up.","We're sorry to see you go. If you have any other Fios issues, please let us know.",complaint_escalation
@VerizonSupport Cell,Thanks for the tweet! We'll refer this to our wireless colleagues since we handle Fios and DSL accounts.,mobile_phone_issue
@VerizonSupport no network at 2200 south Miami ave in miami https://t.co/aEjO7i438C,Thanks for the tweet! We'll refer this to our wireless colleagues since we handle Fios and DSL accounts.,internet_wifi_issue
"@VerizonSupport Not so cool, the entire HUB in MD is down and down for 12+ hours!",We are working as quickly as possible to get everyone back up and running.,internet_wifi_issue
"@VerizonSupport Called back in to Support. It's now a reported wide-spread outage. While on phone w/ VZ, service came back online but then dropped again. 😤",Were you given a ticket number for the outage?,mobile_phone_issue
@VerizonSupport how do I get around the persistent blank screen from https://t.co/xjnMgJq8mq website when trying to log into my account?,You can clear your cache and cookies or you can try an alternate browser.,account_login
your service has been slow the last 2 weeks can we get this issue fix ASAP,Let us look into it for you. Are you experiencing an isue with your cellular or residential services?,internet_wifi_issue
"@VerizonSupport “Hi, a repair ticket MDDQ0NX8PG has been created &amp; will be resolved on 10/26 by 8:45pm.”",Please let us know if it is not resolved by that time.,internet_wifi_issue
I sure wish on demand could get their shit together on I'd love to see what I missed this week 😡😡😡,What is going on Mel?,tv_fios_content
Hello @VerizonSupport I have a question!,We are all ears! How can we help?,billing_charges
@VerizonSupport AHS coven never shows up on demand 😣,"Unfortunately the broadcaster determines whether or not a show goes up, we can no control of it.",tv_fios_content
@VerizonSupport I was wondering what time the IPhone X pre order was going to go live on 10/27?,That is a good question. We'll refer this to our wireless colleagues since we handle Fios and DSL accounts.,mobile_phone_issue
why is on demand so horrible now? Have to pay for this weeks episode for a show?! Ridiculous. What’s the point?,What show are you referring too?,tv_fios_content
@VerizonSupport I have had it happen on multiple shows. I have a service call on Friday for service not working. Maybe that will help.,If the on demand is showing a price then the tech visit would not resolve that. Which shows did you notice this on?,tv_fios_content
@VerizonSupport why did you add services to my account that I did not sign up for? #fraud,Our apologies. We would like to investigate. Please send us a DM so we can get started.,account_login
you guys are horrible. point blank period!,What makes you feel this way?,tv_fios_content
@VerizonSupport Replying,Please follow and DM us so we can investigate this issue for you.,mobile_phone_issue
why is the network so slow? 🙃,We'd like to help! Is this regarding Fios or Wireless (mobile) service?,internet_wifi_issue
"awful customer service. System status keeps going dark, replaced battery nothing. Service 3 days later. Beware of Verizon https://t.co/s8oYhNanMM",Let's work on this! Please follow and DM us at your convenience.,complaint_escalation
@VerizonSupport Wireless.,We will have to refer this to our wireless counterparts for all your mobile concerns.,mobile_phone_issue
"@VerizonSupport Glad u asked; rewards+ have never worked &amp; have gotten charged for ""free movies"" you charge for change in address, Amazon stick coming soon",Please DM us the details we will take a closer look at it for you.,billing_charges
"@VerizonSupport internet is down - can't get through to chat, went through online troubleshooter, still down. Is there an outage in MD?",We haven't gotten any reports. Do you happen to have Fios or DSL service with us and is the internet light on the router red?,internet_wifi_issue
Dang wanted gigabyte but install date is too far. Back to shitty ass,We'd like to help if you still want us! Please follow and DM us at your convenience.,installation_availability
Wish we had or where I live,We'd love to have you with Fios and appreciate your interest. You can always check availability at https://t.co/zIf4MSlICU,internet_wifi_issue
"@VerizonSupport I have done everything with your “support” team. This hardware needs to be replaced. Living in a dead zone, also Verizon, can’t call 911",We'll be happy to assist you. Please follow and DM us when you get a chance.,mobile_phone_issue
"@VerizonSupport Yes, light is red. Have fios, quantum router, tried resetting.","Thanks, try to sign in with your credentials to check for outages at https://t.co/8RiU8qwNuF We will be here for further support.",equipment_router
Why is my shxt not wrkn,We're here for you! Are all Fios services out?,tv_fios_content
@VerizonSupport The issue is resolved. I called in...someone ordered a device and service without my approval,If you need additional help please send us a DM.,mobile_phone_issue
I already called in and three times they lied about what time he was going to be here.,Give us a moment to see if we can get an arrival time...,mobile_phone_issue
@VerizonSupport I'M REALLY UPSET. 2X WITHIN 48 HOURS PHONE NOT WORKING FOR MY ELDERLY MOM. HORRIBLE SERVICE. VERIZON IS THE WORST!,Our apologies. Please use the same support link sent in a DM to get to an agent so we may verify your info and see what the issue is.,mobile_phone_issue
I HAVE TAKEN TWO DAYS OFF FROM WORK. GET THE LINE UP AND RUNNING!!!,Unfortunately we are not able to verify what time the tech will be arriving. We will be able to verify once the assignments are done.,mobile_phone_issue
"@verizonsupport Fios internet is out, but I can’t log in to the website or call support. What’s happening??",Yikes! Have you downloaded the app? Also are all your services out?,internet_wifi_issue
"How nany god damn times do I need to call you out on this throttling bullshit! I pay for 50Mbps, I want 50Mbps #NetNeutraility https://t.co/8g3iE2sg6j",We'd like to work on your speed issue. Please follow and DM us at your convenience.,mobile_phone_issue
@VerizonSupport please help me Verizon phone service is down for my restaurant,"Oh no, do you happen to have Fios or Copper phone services with us and what zip code are you located in?",mobile_phone_issue
@VerizonSupport 11106 Astoria,Please follow and DM us so we can discuss further.,mobile_phone_issue
@VerizonSupport we are still w/o fios internet cable and phone since 11am in zip code 02122 any idea of when it will be fixed?,"Oh no, have you had a chance to sign in with your credentials to check for outages at https://t.co/jP0tQOSek3",internet_wifi_issue
#verizon Fios,What's going on with your services?,internet_wifi_issue
", our speed has been terrible for the past couple weeks. what's up with service?","Oh no, is the issue impacting both wired and wireless? Post your wired results from https://t.co/qpHhYAWAgJ so we have a benchmark.",complaint_escalation
"#dvr, tv menu, chann menu all gone! I feel like I’m in the #80s again...&amp; not in a good way. #tvguide we r comin over!",That is strange. Gone as in when you press the button on the remote nothing happens?,tv_fios_content
I'd like to thank @VerizonSupport for being being 100% more helpful than You guys actually know what you are doing.,We're glad to hear! Please let us know if we can help with anything else.,complaint_escalation
@VerizonSupport MSNBC App on both IOSdevices did not recognize that I was a Verizon subscriber. Had to delete and re download. Quitting wasn't enough,After reinstalling the app your credentials are now recognized as being a subscriber?,internet_wifi_issue
@VerizonSupport Yes I have followed,Do you happen to get any type of intercept message when dialing the main number?,billing_charges
@VerizonSupport when will your chat feature be up and running? We need to replace a Set Top Box and the wait on the phone is 45 minutes,Our chat feature is 24 hours. Would you like to be put in queue for an agent?,mobile_phone_issue
"@VerizonSupport Yes, please put me in a queue.",We'd be glad to help. Please follow and DM us to continue.,billing_charges
@VerizonSupport No,Please send @VerizonSupport a DM. You are sending DMs to our wireless colleagues .,equipment_router
@VerizonSupport 602,That should be in HD. Can you try disconnecting both power and coax cables from the box and wall jack? Reconnect after 30 seconds.,mobile_phone_issue
@VerizonSupport Yes,Thank you. Please let us know if you have any other issues.,billing_charges
@VerizonSupport The app is “unable to authorize” my phone number...?,"Are you using the myFios app or myVerizon app? Is the internet light currently lit on your router? If so, what color is it?",mobile_phone_issue
@VerizonSupport As in this is what it looks like when I press menu and/or guide...been like this since 6am zip code 10312 https://t.co/fEowwIIXpJ,Can you please reboot the router and cable box?,internet_wifi_issue
@VerizonSupport 21-05 Broadway 718-278-7333 this main line not working!,Please use the ling sent in a DM to get to an agent so we may address your concerns further in our private chat.,internet_wifi_issue
"Espn, I put it in Spanish, still in English",Does SAP work for you on other channels?,complaint_escalation
"The Verizon, time and battery are showing.","Are you having trouble with the Fios mobile app? Where are Verizon, the time and battery showing?",tv_fios_content
. Give me back . The Playoffs are on,Please stay updated on this situation by going to https://t.co/KNEqkkpqq3 .,tv_fios_content
Thankyou all set! 👍🏽,We're glad to hear! Please let us know if we can help with anything else. We're here for you 24/7.,tv_fios_content
waiting 70+ minutes for a callback from@Verizon tech support. I'd just like to be able to watch TV! 3rd try to get some help from,We'd like to help! Please check your DM shortly.,tv_fios_content
"my fios internet isn’t working. Hasn’t been for hours. Tried everything. Called support, they were supposed to call me hrs ago!","Help has arrived! Sorry you have not been contacted but is the internet light currently lit on your router? If so, what color is it?",internet_wifi_issue
@VerizonSupport Red. :’(,"Have you made any custom changes to the router(i.e. changing password, etc)? If not, please factory reset the router. https://t.co/HofmUwXU7X",equipment_router
@VerizonSupport hey can you help me out with a problem im having with my router from verizon ?,Yes we can! What's going on?,equipment_router
@VerizonSupport well im having trouble finding my qos settings on my router settings page and was wondering if you could help me find it,What are the changes that you are attempting to make?,equipment_router
@VerizonSupport No I’ve done nothing...,Thank you for confirming. Please try the factory reset and let us know if the internet light changes color.,complaint_escalation
"@VerizonSupport Now 90 minutes, no call back and just ""high vol"" msg in private chat. Bad night for customer support Support","Our apologies, as we were just advised that we have 2 pending in our queue. An agent will be with you shortly.",mobile_phone_issue
@VerizonSupport Sadly it’s still red.,"The box on the wall should have a blue button that says ""ONT Reset"" . Can you please press the button for about 10-15 seconds?",equipment_router
"The website is infuriating. Every time I click to a different page I have to login again and it re-directs me, it's an endless loop",Can you try using a different browser? Let us know if that helps.,account_login
You have slowly remove channels to your service and cutting the cord is the better opinion now. live here I come.,Our apologies as we do not want to see you go. We are working on the matter. You can check https://t.co/bcMfkHBudz for updates.,tv_fios_content
Why does my YouTube always buffer? So frustrating!,"Oh no, let us look into it for you. Is it the only website that is affected?",tv_fios_content
"had to completely reset my router in order to get my internet to work, and it's STILL slow! thanks, !",Let's work on your speed issue! Can you run a wired speed test from a PC by any chance?,equipment_router
can you please tell me why I keep on disconnecting from my router I thought your server was the best internet in the world?!?!?,Our apologies as we want you connected. Is this happening over a wired or wireless connection?,equipment_router
"@VerizonSupport Yes, its very odd, my speeds are blazing fast, games are good, everything but YouTube.",It may be an issue on their end. Have you performed a Tracert to verify?,internet_wifi_issue
@VerizonSupport Yes some channels it works others just like espn and bein say they have sap available but doesnt work,Thank you for letting us know. Unfortunately we have to wait until the channel issue is resolved.,tv_fios_content
@VerizonSupport ??? There is no reset button on that box,"Is there an ""Alarm Silence"" button?",equipment_router
@VerizonSupport Wireless now fix it,Can you test it hardwired for us?,mobile_phone_issue
@VerizonSupport im tryying to do this- https://t.co/qaznkxCzn4 so that there arent major lag spikes when other people use the internet,"If that setting is not under ""Advanced"" you may need to call in and ask to be connected to our router support.",internet_wifi_issue
@VerizonSupport I should have to deal with disconnection constantly!!! Especially when y'all get all this money from us each month!!,Please follow and DM us so we can work on this.,equipment_router
@VerizonSupport No I can not,It may be wireless interference. Does the internet light on the router ever go red when the connection drops?,mobile_phone_issue
@VerizonSupport There are no buttons on that box. There is a smaller box next to it that has a reset button... it didn’t help.,Please follow and DM us we will take a closer look at it for you.,equipment_router
@VerizonSupport Why has the access to the account I pay for been denied?,"What account are you having an issue with, a Fios or Wireless (mobile) account?",account_login
@VerizonSupport https://t.co/Bu2ndrIvm6,Do you see a blue reset button on the power supply?,internet_wifi_issue
"@VerizonSupport I havent done any testing, it has been going on since we got FiOS, its very odd tho it is worse at certain times of day and certain videos.",Thank you. Does YouTube have this issue on all devices?,internet_wifi_issue
@VerizonSupport Power outtage. Reset the ONT. Tech never plugged in battery pack. On hold for more than 40 minutes. https://t.co/ojV9ubzyCX,"Oh no, after having reset the BBU do you have a green system status light?",equipment_router
@VerizonSupport Make your routers more officiant,It may be wireless interference beyond our control. When searching for networks how many are listed?,equipment_router
"@VerizonSupport This been going since I had verizon for over 4 yrs, I didnt care until got taken out!!!! So its never going to get fixed",With SAP working with other Networks it may be an issue with the broadcast. Do all ESPN channels have the issue with SAP?,internet_wifi_issue
@VerizonSupport I just did this from my laptop. https://t.co/WMYNw9bABg,Can you test it on the website below. https://t.co/le5821esKR,internet_wifi_issue
"@VerizonSupport Just my PC my iPhone seems to be fine, quick google search said changing DNS settings might help. Any idea if that might fix anythng PC side","It might. Have you tried clearing your browser cache and cookies, or try a different browser all together?",mobile_phone_issue
"@VerizonSupport It's been over a week, why no answer?",Please check the link below for an update. https://t.co/9susWnIZDi,internet_wifi_issue
"@VerizonSupport Lets be honest. If I saw the green system status light, I wouldn't tweet or stay on the phone for 55 minutes and counting.",Thank you with the light being green try to sign in with your credentials to check for outages at https://t.co/TAMkf5dNDc,mobile_phone_issue
"@VerizonSupport I tried chrome and safari, both had the same problem.","Oh no, is this happening with our Mobile or Residential site for services?",equipment_router
@VerizonSupport Will experiment and report back! Thanks for getting back to me so fast!,Let us know if that helps.,complaint_escalation
@VerizonSupport Down 84.483Mbps Up 85.443Mbps Now it's asking me to troubleshoot. This is after we've had them increase our speed twice. What gives?,Thank you for testing for us. Are those speeds close to your provisioned speeds?,internet_wifi_issue
@VerizonSupport Why did it take over a week for a response? And where's the answer to the ORIGINAL question?,Our apologies as we are investigating why your last post was not replied to. Unfortunately there would an ETF.,equipment_router
@VerizonSupport We were told 150.,Thanks again. Have you already tried factory resetting the router by holding down the reset button on the back for 15 seconds?,internet_wifi_issue
2 months later still same problem with fios. Whats up? https://t.co/5acLbRWXzc,Thank you. Do you have access to your battery backup unit?,equipment_router
@VerizonSupport Even though you're getting rid of the reason we have you? Now that's some trump type of shit,We are working on the matter. You can check https://t.co/NvMUCtEwu7 for updates.,internet_wifi_issue
@VerizonSupport Yes I have.,"Great, with no other active devices post your wired results from https://t.co/wfWVivhUGS so we have a benchmark to work with.",billing_charges
why do you ignore me? I just need to know how much gigabit fiber costs after the intro price. This is important.,Please use the support link that was provided in the past so we may access your account to answer your question.,billing_charges
Trying to watch #HOUvSKC game on but it's not available on FiOS (carriage dispute) &amp; website has this error. #shutout https://t.co/RTDqMKqLLK,You may try the application to view the game. The link s below. https://t.co/cQXhmNkmKy,internet_wifi_issue
"No option to remove the international calling for home phone using your online account management,please let customer take control",Are you trying to block international calling or remove the world plan minute package?,mobile_phone_issue
have to be kidding me with this shit. We pay hundred$ a month n can't even watch Roku. Constantly loading. what up? https://t.co/KN8qFbMbKv,Let's fix your speed issues! Please follow and DM us at your convenience.,equipment_router
@VerizonSupport We pay about $170 for your services and get this type of shit wireless connection? Yaaa don’t think so 🤦🏼‍♀️✌🏻 https://t.co/FXSplDvNAu,We want you to get what you pay for. With no other active devices what do you get wired so we have a benchmark to work with.,internet_wifi_issue
"I can attest for fios, shit is solid",We appreciate the support and kind words. Don't forget those reward points. https://t.co/SKBdEx4bli,internet_wifi_issue
can you corporations work this out so I can watch the MLS playoff games please?,Please stay updated on this situation at https://t.co/KNEqkkpqq3,tv_fios_content
@VerizonSupport Don’t have an Ethernet cable to even check. We pay for 50 over 50,No worries. Do you have the My Fios app installed on any mobile devices we can run the router speed test on?,internet_wifi_issue
@VerizonSupport Remove the world plan,It can vary with the type of phone services you have. Follow us and send a DM so we can assist further.,plan_product_upgrade
@VerizonSupport Nahhh what you need to do is let people pay per channel. Get with the times! I don’t watch half the shit you put in packages! You’re theives,Have you checked online for our custom TV promotions?,tv_fios_content
@VerizonSupport Husband has it on his phone,Can you check the router speed test in the myFios app? This will be found under the internet section.,mobile_phone_issue
@VerizonSupport My fios was disrupted and offline twice in 2 months. Takes Verizon Service 2-3 days each time to come out for repair. 👎.,We'd like to work on this. Do you still have the secure chat link sent through DM?,equipment_router
"@VerizonSupport When asked for credit, Verizon issued ~$6.00 credit. For all the inconvenience and time off work to tend to verizon service repair.",If you still need to have the credit entered please return to our secure chat so that we can enter this for you.,complaint_escalation
@VerizonSupport That is cellular and something happened because 4 months ago it was 4g haven’t seen even 3g in that time,We'll refer this to our wireless colleagues since we handle Fios and DSL accounts.,equipment_router
Raise your hand if you think @VerizonSupport is the shittiest home Wi-Fi provider to exist!!!! https://t.co/mfLwKevMGC,Let's turn your sentiment around! What's going on with your Fios service?,internet_wifi_issue
FIX MY INTERNET YOU BUM ASS NIGGAS.,We're on it! What color is the internet light on your router?,internet_wifi_issue
@VerizonSupport Seems like I can't use my damn Wi-Fi anymore because every other minute my Verizon Wi-Fi is doing this. https://t.co/TdR5eU2Ice,"We'll fix it. When you lose connection, can you check if the router's internet light turns red?",internet_wifi_issue
@VerizonSupport I am trying to login to wireless and it keeps switching to residential when I log in and logs back out when I choose wireless,"Can you clear your browsing history, cookies, cache and try again? We will also refer this to our wireless team .",account_login
@VerizonSupport This is what I'm seeing. It just shut off.... yet again https://t.co/qp9err5kbg,"Thank you, do you also see the same issue with the device wired to port 1?",internet_wifi_issue
@VerizonSupport When will Las Vegas NV get it I’m so sick of cox,We appreciate your interest in Fios. Unfortunately we have no info on when we will be available in your area.,installation_availability
@VerizonSupport how can all circuits be busy??? I can’t make any calls all of a sudden!,Hello. Is this issue related to Verizon Home or Verizon Cellular service?,mobile_phone_issue
@VerizonSupport I lost connection,We will be happy to help. What lights do you see on your router?,internet_wifi_issue
@VerizonSupport Cellular,Please contact our friends for assistance with Verizon Mobile service.,mobile_phone_issue
@VerizonSupport No. I never use the wired device,It may be wireless interference. Do you happen to have video services with us to test if on demand is also impacted?,equipment_router
"@VerizonSupport Red and white. Also, all of my services are down.",Do you know where your battery back up unit is located?,internet_wifi_issue
@VerizonSupport Yes,What lights do you see on that unit?,billing_charges
@VerizonSupport No.,On the battery unit there should be a reset or alarm silence button. Hold that button down for 15 seconds.,equipment_router
@VerizonSupport...seriously I travel to the beach for the weekend and can’t watch the PSU vs OSU game no local fox channel anymore?,Oh no! Is this happening on the mobile app?,tv_fios_content
@VerizonSupport I was just told theres an outsge in my area. Can you confirm this?,You can sign in with your credentials to check for outages in your area at https://t.co/a8MMJXHgll,installation_availability
is this normal for your tv service from an iPad? It never works. https://t.co/EdKaHdjSmq,Our apologies for the trouble. We would like to verify. Do you have other devices that have the same issue using the Fios Mobile app?,tv_fios_content
@VerizonSupport We just recently got Fios at our second home...this isn’t what we signed up for. NOT HAPPY,Oh no! Was thera ticket provided for this trouble?,plan_product_upgrade
@VerizonSupport And still waiting for a supervisor to call about damage done during our install been 2 months,Sorry to hear about the damages. Were you provided with a ticket number referencing this? Follow us and reply in a DM so we can assist.,equipment_router
@VerizonSupport I have tried multiple devices. Same issue.,None of your devices can connect to the network?,internet_wifi_issue
I know I’m not paying $125 a month for my phone to freeze all the time bc of the new update when it’s an iPhone 7 @VerizonSupport,Please contact our friends for assistance with Verizon Mobile service.,equipment_router
@VerizonSupport They can not play content from my dvr.,Is this happening from the main DVR box?,equipment_router
HORRIBLE CUSTOMER SERVICE. 4x’s attempting to resolve over charges and incorrect discounts and STILL not resolved. Awful,We can understand the frustration with this. What discounts are you having issues with? We would love to help.,billing_charges
@VerizonSupport My bill has gone up by 11.00 per month since February and my employee discount was 22% is now 18%,"Our apologies, when you bill had increased in February did you have services for a year? Is the discount a Verizon employee discount?",equipment_router
No thanks. We cut the cord and look forward to trying and others 3/3,We definitely have a spot for you here in the Verizon family.,plan_product_upgrade
@VerizonSupport I’ve had services and the same discount for YEARS,Were you informed that your employer discount agreement had changed?,internet_wifi_issue
@VerizonSupport Can you PM the responses please,Please follow and DM us.,tv_fios_content
@VerizonSupport Listen. I’ve had the same discount for years and years. No issues,"We understand that, but what we are trying to determine if that agreement has changed.",internet_wifi_issue
"@VerizonSupport I was told I was getting a refund, then the chat dropped. Again. Customer service",Are you chatting with an agent via the Verizon website?,billing_charges
@VerizonSupport Not anymore. Via my app. Dropped 3 Times. 4 time. No one answered.,We will be more than happy to have you work with one of our billing specialists. They will be available at 9:00 AM.,tv_fios_content
@VerizonSupport What about fire tv?,"Not that we are aware of at this time. We do have the Fios Mobile App, which allows you similar features.",tv_fios_content
Thanks @VerizonSupport -- for the easiest pre-order in a while. #iPhoneX #nowtogotosleep,Please contact our friends for assistance with Verizon Mobile service.,mobile_phone_issue
FUCK YOU seriously. https://t.co/orwEsOgdRI,Please contact our friends for assistance with Verizon Mobile service.,internet_wifi_issue
First moving fail: switching service a day early &amp; they don't open until 8a. I need my news! #facepalm,Oh my! Is there anything we may do to assist?,plan_product_upgrade
"@VerizonSupport no many other channels it doesnt work, looked online is a verizon issue, friends with other providors work fine",What other channels have this issue?,tv_fios_content
"@VerizonSupport Biz acct FiOS outage in Bernards Twp, NJ since 4:30 AM, yr website chat is down &amp; the support number says call back after 8?",Oh no!! Do you happen to have a ticket number?,mobile_phone_issue
I’m upset with for having me on the phone for well over an hour only to tell me there was a tech issue and to call back later.,We understand the frustration. Was this for Verizon Cellular or Verizon Home service?,mobile_phone_issue
@VerizonSupport What ticket number? I can't get anyone on the phone or in a chat to generate a ticket.,Please follow and DM us for assistance.,mobile_phone_issue
@VerizonSupport https://t.co/gLTmdIIFME,It looks like the speed is good at the router. How far were you from the router when you tested earlier?,internet_wifi_issue
@VerizonSupport Actually the opposite. Router test I just ran I am further away than before,Is the other device yours as well?,equipment_router
@VerizonSupport I actually don’t know what that new host is,If you are not sure you can disable it by clicking on it and it should give you that option.,equipment_router
@VerizonSupport Okay but why is my phone’s signal that weak?,There maybe something on your phone that can be causing a slow signal. You will need to hardwire a device to check the speed.,mobile_phone_issue
Got yesterday. Great internet but TV interfere makes me feel like I'm trapped in the 90s- 10 pts to for voice remote.,What issue are you having with your TV service? We would like to help.,internet_wifi_issue
"@VerizonSupport It’s the interface. Difficult to find tv channels, I have to look through the guide vs voice search on other services remotes.",What kind of boxes do you have? You can find the model number at the top left corner in front of the box.,tv_fios_content
My calls keep dropping this morning @VerizonSupport... what’s the deal??,Is this for your Verizon residential or Verizon wireless mobile?,mobile_phone_issue
"Is it normal to get charged 16,000 reward points to rent 1 movie from OnDemand? I have a open ticket since October 7th and no resolution :(",Did you try calling the reward center at 1-866-948-2725 ?,billing_charges
is there an internet outage in fairfield ct? Yet again no service this morning. PLEASE come to fairfield,Keep an eye on our availability site. https://t.co/VkzIDfae2R We are always expanding.,internet_wifi_issue
@VerizonSupport Still down 24 hours later while my neighbors have service. No more canned responses please. Been on hold for 30 min. Pls reach out to me.,Please follow and DM us so we can further assist.,complaint_escalation
Verizon boasts about customer satisfaction and being #1 customer service all the time but that seems to be an overstatement.,Please follow and DM us for assistance.,complaint_escalation
Why is my Verizon service not working? I can't call out. It goes straight to VM when someone calls me. Frustrating .,Is this for your Verizon residential or Verizon wireless mobile?,account_login
what's goin on w customer srvc? Last night u never called back &amp; today u said 7min wait now it's going on 30min!,We can assist you here. What issue are you having?,mobile_phone_issue
@VerizonSupport Wireless mobile.,Let’s get you over to our partner’s and they will assist you.,mobile_phone_issue
"@VerizonSupport I spoke too soon. @ 10PM, internet speeds dropped &amp; I was unable to stream from YT, Netflix, Amazon etc. This AM, connection/speed is spotty",The service is testing OK but your router is not responding are you using the Verizon issued router ?,internet_wifi_issue
"@VerizonSupport Is there a way to access DVR from the cable box w/out remote? This dog ate our remote, new one doesn't arrive till Mon! https://t.co/0jnNkBF89z",You can download the myfios app and it will have a remote on the appyou can control your TV with.,tv_fios_content
"2of2 for partial pmt on upgrade plan. Called 10/26 and was assured it would work, didnt work called at 3am hold for 1hr and discont",Is this for your Verizon residential or Verizon wireless mobile?,plan_product_upgrade
@VerizonSupport Mobile business account,Let’s get you over to our partner’s and they will assist you.,account_login
@VerizonSupport,Let’s get you over to our partner’s and they will assist you.,mobile_phone_issue
Imagine if when a commercial came on for an upcoming show/movie it gave you the option to record it right then and there,That woud be pretty neat.,tv_fios_content
Y'all sent me this at 10... https://t.co/ZTr5LtRI87,We can see how that can be frustrating. Has the technician arrived yet?,internet_wifi_issue
@VerizonSupport VERIZON LIED ABOUT ARRIVAL TIME AGAIN. ANOTHER NO SHOW!,That's not good at all! Please follow and DM so we can continue.,tv_fios_content
@VerizonSupport DMed you and GOT NO ANSWER. WILL NOT SET UP ANOTHER APPOINTMENT WITHOUT AN EXACT TIME. TWO DAYS OF NO SHOWS.,When you click on this link what happens. https://t.co/6znl2JMZ5U,tv_fios_content
How can I cancel a technician appointment? I fixed the problem myself.,You can cancel at this link. https://t.co/LFuDeI4M9q,installation_availability
I am pretty sure decided to cancel my installation appointment for today and forgot to tell me.,That's not good at all! Please follow and DM so we can continue Ried!,installation_availability
"Thanks for awarding me 20k rewards for downloading the app, only to revoke them months later claiming “glitch.” Not my fault.😩",This is a direct number to the Verizon Rewards team; they should be able to assist with this matter. (866) 948-2725,equipment_router
"@VerizonSupport Thanks, but that link only lets me view the status. There's nothing to choose that lets me actually cancel it.",Please follow and DM us for assistance.,complaint_escalation
"In real life, women do not wear $800 heels while they simultaneously mind children, sit on hold with Verizon and take out the trash.",We don't have any hold here. Let us know if there is anything we can assist you with.,complaint_escalation
No thank you to all! Make we want to switch all services away from Verizon!😠,Please let us know if there is anything we can do to assist you.,plan_product_upgrade
Get my bill right! I’ve called 5x in the past 6 wks-it’s still wrong. I don’t have an hr to sit on hold and an hour to explain it all again,We can make it right! Please follow and DM so we can continue.,billing_charges
@VerizonSupport hey there! I need your help . Check dm please. ☺️,"HI, Is this for residential or wireless phone service?",complaint_escalation
@VerizonSupport Verizon Cellular,Let’s get you over to our partner’s and they will assist you.,mobile_phone_issue
@VerizonSupport Internet. I pay for gigabit.,Any red lights on the router?,internet_wifi_issue
@VerizonSupport has the WORST wireless internet connection ever!,Oh no! What issue are you having with your service? We would like to help.,internet_wifi_issue
