customer_message,support_response
6 @VerizonSupport I call. Lots of hold time. Rep tells me order was canceled because service isn't in my area. EXCEPT I ALREADY HAVE IT.,@404929 We can look into this for you. Please follow and DM us. ^KMG
"@VerizonSupport if the link can give me a label, I’ll be able to print it out. I’ve stopped using verizon’s router and i want to send it back.","@404926 Please click on this link so we can send out a return label. https://t.co/HNLXT9kpSQ
^ADP"
"@VerizonSupport I checked again, dialtone is there but any call I try gives fast busy signal.",@407396 It looks like it is on our end. We are working to get it resolved as son as possible. ^KMG
10 @VerizonSupport I try the chat service on your site while I'm on hold again. RepBot can't help me and gives me the number I'm already on.,@404929 Can you please follow and DM us?  ^CAR
"@VerizonSupport As I said in my last tweet, I’m signed in. https://t.co/2U7LsmtENQ","@404926 Please follow and DM us.
^ACM"
@VerizonSupport  I believe my home phone is down do 2 an outage. Your website says no but others are having the same problem. Area code 516,@407546 We can take a closer look at this for you if you can follow and DM us. ^BCW
@233013 @115722 they’re all very inconvenient for me to get to. I got my own router and I think they’re making it difficult for me to return theirs. ugh,"@404926 Please follow and DM us.
^ACM"
@VerizonSupport I swear to God guys if I have to listen to this hold music for any longer I'm breaking the phone in half https://t.co/88yP1eoglD,"@404928 We don't want you to have to wait on hold, how can we assist you?
^ACM"
@404926 @115722 Progress?,@233013 What's going on?  ^CAR
@115725 by far has the worst customer service,@404927 What's going on?  ^CAR
@VerizonSupport So we have a business account that we do not get a dial tone for.,@404928 What area is your service in? ^KMG
@VerizonSupport So… are we not DMing anymore like your coworker told me to do?,"@404926 We need to bring up the account and secure it before we can send you a label.  This must be done in the secure chat.
^ACM"
@VerizonSupport why is it so hard to get an in home appointment 25 minutes on hold already smh 🤦🏽‍♂️,"@404925 We can help, what is going on?
^ACM"
@VerizonSupport Brooklyn New York,"@404928 Please follow and DM us so we can check. 
^ADP"
@115722 Wish you were still paying cancellation fees so I could get rid of @115900 #fiosisbae,@279036 How much longer do you have left? ^KMG
@VerizonSupport I did everything I got a box and a wire from ground,@405144 Can you please follow and DM us?  ^CAR
@VerizonSupport I just need a technician appointment in my home for a router issue literally music has been playing for 30 minutes now https://t.co/U1dhHeISef,@404925 We can help! Do you have DSL or Fios with us? ^DDG
@VerizonSupport Fios internet,@404925 Do you have an amber or red light on your router?  ^CAR
@VerizonSupport I think like 8 or 9 months 😭,@279036 Please follow and DM so wen can continue. ^DDG
I need some help with something from @VerizonSupport please,"@405335 How can we assist you?
^ACM"
@VerizonSupport Can someone help with an appt please I’m still on hold,@404925 Can you please follow and DM us?  ^CAR
"@VerizonSupport I got this text from Verizon this morning and was just curious what ""the 96327 size"" is? https://t.co/9Z5uueHOwY","@405335 Let me partner you with our Verizon Wireless team @115990.  
^CAR"
Should switch to @115714 from @115725.  It's cheaper to have no service with them.  @VerizonSupport,"@405334 Let me partner you with our Verizon Wireless team @115990.  
^CAR"
@115955 I wish @115722 was available in the area,@405333 We'd love to have you! Please stay updated here for availability: https://t.co/YKQfDuA65F ^DDD
@VerizonSupport Follow me back so I can dm my issue,@405527 We are following you now. Is this for your land line service or cellular? ^KMG
"@VerizonSupport key bank sent verizon a payment to the wrong verizon wireless account, want to fax verizon a proof of payment. fax number?",@141145 Thanks for the tweet! We'll refer this to our wireless colleagues @115990 since we handle Fios and DSL accounts. ^DDD
@VerizonSupport how do I chat with you?,"@405526 We can chat right here, is this a question about Fios or Cellular service?
^ACM"
"@VerizonSupport Please stop those people keep calling us w/saying ""calling from Verizon Technical Support""? His number is 1-877-219-3611.",@405525 We'd like to help! Is this for Fios or Wireless (mobile)? ^DDD
"@VerizonSupport Cell, but i've chatted through the website before, and if my math works out, i'd like to place an order today",@405526 We will let @115990 know you need help. ^KMG
@VerizonSupport the chat link was so clutch Brenda was very helpful thanks 🙏🏾,"@404925 We are happy the link worked for you.
^ADP"
@115990 No landline phone service since we opened our office at 8 AM this morning. ZIP Code 11103,"@409394 We are sorry to hear this. Please follow and DM us.  
^ADP"
@115722 @VerizonSupport for the 2nd month in a row your website won't let me login to pay my bill. Please help.,"@409262 We can help Kevin! Are you having the same experience on both your MyFios app and our site? ^DDG
https://t.co/SvaJ959Uoz"
"@VerizonSupport Over an hour wait time on report of ""no dial tone"" on my business line? Don't bother billing me for today until whenever!",@313682 We are aware of the issue in your area and are currently working to resolve. We do apologize for the inconvenience. ^DDG
"@VerizonSupport what is the deal with the outages in Floral Park, NY Really hurting my business big time!","@409261 Please follow and DM us. 
^ACM"
Dear @115725 I have been waiting for someone who can help me with a repair call and still waiting 🙄☎️❌💻❌ https://t.co/ogOb6j253r,@409393 Help is here! What area are you located? ^DDG
trying to report an issue with @115722 equip. but the wait is over 1hr. but of course they want to tell me about a fast bill pay app,"@409108 What is going on with your fios equipment?
^ADP"
@VerizonSupport I just tried calling customer support but it keeps saying to ball back at normal business hours. It is 2pm EST here in VA...,@409554 We can help! What's going on? ^DDG
@VerizonSupport it’s been over an hour just to transfer services to new residence. Still on hold 😤wtf??!!,@409556 We'd like to help! Do you still have the secure chat link previously provided through DM? ^DDD
Is there really a @115725 outage?? #cantmakecalls,"@409553 Help is here. Use this link to search for outages and info in your area. ^DDG
https://t.co/wWun3vif0c"
"@115722 I replaced my fiber-optic battery &amp; cannot find where to recycle the old one.  ""https://t.co/ksSbQHr1Wf"" didn't offer any info",@407844 We can help Sadie! What area are you located? ^DDG
"@VerizonSupport at Nags Head, NC and service has been spotty. 2-3 bars, but random ""dns name not resolved"" and other errors!",@409722 Thanks for the tweet! We'll refer this to our wireless colleagues @115990 since we handle Fios and DSL accounts. ^DDD
@VerizonSupport I’m receiving a credit for paying off my phone. Can I use that credit towards my preorder on Friday? 🤔,@409723 That's a question best answered by our team with @115990 ^BCW
@VerizonSupport Thank u !!....because I'm still waiting on the phone 😡. It would be NYC,@409393 What seems to be going on today that has you calling in? ^BCW
"@115725 @VerizonSupport Been charged for 2 boxes for 2 yrs without knowing we were. The box sat in the basement, never used. Told same price for 1/2 so left it.",@409555 We can help you remove it. Follow and DM us. ^KMG
"@VerizonSupport @115990 Oh! Thank you! Hey, while I'm tweeting to you, what's the fastest connection you offer in fiber in CT?","@409722 Help is here! Use this link to check if Fios is available in your area. ^DDG
https://t.co/NWcxQUNrX0"
@VerizonSupport Residential. I had new service set up at my house,@405636 Thank you. Please follow and DM us at your convenience. ^DDD
Called @115722 and got an automated message saying today at 2:30 and I see this online. Not cool I just want to talk w/a human #pissed https://t.co/1gfAf1QWb9,"@123273 We can help right here, Keri.  How can we help? ^BCW"
@VerizonSupport Guess I’ll just expect tomorrow .... time to start looking around,@123273 We'll be glad to clarify for you. Please follow and DM us at your convenience. ^DDD
@VerizonSupport Is there an email address I can use to contact Verizon Support?,@167917 We can help you here Danny! How can we assist? ^DDG
I love @115725 internet ❤️,"@410032 Ahhh thank you and we appreciate you!
^ADP"
@VerizonSupport when will the Nokia 6 be available on Verizon? Will it be available?,@410172 We would want to direct you to our team with @115990 so they can answer this. ^BCW
irony: @115725 service in my new office is so bad that the customer service rep couldn't hear me when I called to get help.,@410171 That's annoying.  Did the representative address your phone issue?  ^CAR
@VerizonSupport do you guys recommend iPhone X preorders go through your website or MyVerizon app? Which is better/faster?,"@407676 Good question. We'll refer this to our wireless colleagues @115990 since we handle Fios and DSL accounts. 
^HSB"
Can someone explain to me how I bought 100GB of data for $12 in Singapore.. 1GB costs $15 in the US!  @115725 not cool.,"@407677 Let me partner you with our Verizon Wireless team @115990.  
^CAR"
Wow @VerizonSupport I guess I'll get no help today.  Service still out but website says otherwise. On hold forever.,"@401256 We can help here! Do you know where the battery backup unit is at in your home? It may look like one of the following models.
^HSB https://t.co/8FpIVj37lF"
"@VerizonSupport Worst install in my 8 years with Verizon. Dude is rude, banged up my floors by throwing my cable box, and slammed equipment.","@405967 We hate to hear that, Katie.  If you can follow and DM us, we can get this turned around for you. ^BCW"
@115722 Trying to redeem my rewards points for over an hour. Takes me in circles &amp; the email link isn't working either.,"@407842 What are you trying to redeem them for?
^ACM"
Why do i have to pay for episodes of @168339 on fios on demand???? $2/episode? Why cant i binge watch in peace 😭,"@407675 Those charges come from the channel itself.  Once they offer them for free, we can pass the savings along. ^BCW"
@115725 REALLY unprofessional. I'm not one to complain but this was ridiculous.,@407845 What area you located Gabija? ^DDG
@VerizonSupport I'm not going to give personal info out here on Twitter.  Is there a private email or something secure where I contact you?,@407844 You can follow and DM us.  ^CAR
@115722 Just moved. Tech  told us we need a port yesterday. Nobody came today. TV comes tomorrow. Should we just call Comcast or what?,@407843 What kind of port did the tech say you needed? ^KMG
@VerizonSupport Several gift cards. I then changed it to 1 gc &amp; it still wouldn't go thru. I have points expiring on 10/31 so I want to put my order in.,"@407842 That is frustrating. Is any error message given when trying to place the order? 
^HSB"
"@404926 @115722 returned a cable box I wasn’t using and couldn’t modify my HBO subscription with them without renting a new one, they’re something else","@408011 Is there anything that we can help with regarding your service?
^HSB"
@115722  WORST CUSTOMER SERVICE!  AGAIN!,@408010 Oh no! What happened? We like to help. ^KMG
@397019 @VerizonSupport @115725 @119038 I still watched the stream! It reminded me of the good ole dial up modem days!,"@408009 Let us know if you need any assistance.
^ADP"
If @115722 sales reps could stop coming around incessantly that would be greaaaat. It's straight up harassment. Please stop already.,"@408008 Sorry for this inconvenience, please follow and DM us so that we can help. 
^HSB"
"@VerizonSupport No error message. After I click place order, the whole page ""grays out"" &amp; the order doesn't go thru.","@407842 We can look into this for you. Please DM us to continue. 
^HSB"
You’d think that after jacking up my phone bill w/o notice I’d at least have service everywhere but I guess not 🤷🏾‍♀️ @VerizonSupport,"@408007 Is this for your Verizon residential or Verizon wireless mobile?
^ADP"
@VerizonSupport I fixed it myself.,"@401256 OK glad to hear it, let us know if it acts up again.
^ACM"
One day in the USA and I already understand why they say @115725 staff are #idiots… #Verizon costumer service does suck...,"@408193 We can't have you feeling that way, Andre.  What seems to be going on that we can help with? ^BCW"
"@VerizonSupport The way you treat people is insulting. I don't have to give my number or name, or be referred to as ""John"", ""just because you need a name""…","@408193 We are sorry to see that you feel you were insulted during an interaction with us. Please follow and DM us the details, so we can help.
^HSB"
well still slow speeds &amp; cannot really do anything on my phone or computer thanks 2 @VerizonSupport @115725 i do not recommend them @ all,"@401424 Do you have fios or DSL high speed internet?
^ADP"
Comparison of customer service: @115725 beats @117830 hands down. The Verizon rep was very helpful. The DirecTV rep was unable to help.,"@408351 We are glad we could assist you. 
^ADP"
@VerizonSupport Mobile,@408007 We can get this over to our team with @115990 so they can assist. ^BCW
@VerizonSupport i have to wait till tomorrow till another tech comes to my house which is getting so tiring,"@401424 We are pretty sure it is. Let us know if we can do anything when the tech leaved.
^ADP"
@115722 outages in the Philadelphia area? No cable or internet for 3 hours.,"@408497 You can always set up for outage alerts directly to your account at https://t.co/MFnsE6wLnF
^ADP"
@115722 you service is off again. Can't work with out internet. And can get through to an agent. #Awful,"@408495 We are here to help.  Are all your services down or just a specific one?
^ACM"
@VerizonSupport I just signed up for service with you all and autopay and my bill doesn’t reflect the 5 dollar discount,"@408496 Depending on when you did it you will probably need to wait another billing cycle to actually see it.  
^ADP"
@VerizonSupport Did not work,"@408495 You can power cycle your battery back up and unplug it from the power cord for 2 min. https://t.co/fWFSs523Oj
^ADP"
@VerizonSupport I signed up for it the first day I joined,"@408496 Do you have residential or cellular service with us?
^HSB"
@VerizonSupport What's up with landline service on Staten Island? Be trying to call a doctor for hours- his phone is out all day. Any idea when service will be restored?,"@408923 What does it say when you try to call the doctor's number?
^ADP"
@VerizonSupport can I get some help with bill?,"@408920 Is this a Fios or Cellular bill?
^ACM"
@115990 I've already answered this question and said I don't have wireless services.,"@400812 We are happy to see that your account issue was resolved. If you need any further assistance with your service we will be glad to help.
^HSB"
@VerizonSupport Not sure. We're not even sure if they put it in today or not. We've gotten zero status updates.,"@407843 Can you please follow and DM us. 
^ACM"
@115725 what happened to you? I remember when I used to get 50mb down. Now this. No good. https://t.co/X9jDS0FoIf,"@408922 Let's get those speeds back to where they belong. Can you run a test hard-wired at https://t.co/V4z4idQ39n and share the results?
^HSB"
@VerizonSupport Cell,"@408496 We'll refer this to our wireless colleagues @115990 since we handle Fios and DSL accounts. 
^HSB"
@115725 has about the worst customer service in the world. 1hour waits for phone call and useless chat bots online.,"@408919 Is this for your Verizon residential or Verizon wireless mobile?
^ADP"
@VerizonSupport Residential. What should be a 5 minute call has turned into a 45 minute ordeal. Stop the do-it-yourself customer service and be human again,"@408919 We can help here! What trouble are you having with your service?
^HSB"
@VerizonSupport There's an outage in my area.which I totally understand.but why not put an alert on the site..which I checked serval times before calling in,"@408921 Use this link to search for outages and info in your area. ^DDG
https://t.co/9ti4dEZsvH"
@VerizonSupport On the termination box in my basement - there is a “replace battery” lite on and it’s beeping @VerizonSupport,@409108 We can help Matt! Please follow and DM so we can continue. ^DDG
@VerizonSupport Shame nothing ever was resolved. Maybe I should've stuck with @115955 🤔,"@400812 Sorry, thought you mentioned that it was resolved after 2 days on the phone. What can we help you with?
^HSB"
@115725 After a 3 hr day on the phone with some of the most incompetent reps. Verizon gave me the run around from Ca-Sc Shameful #goelsewhr,"@410538 No need to build frustration attempting to call over the phone. We can help you right here, right now! How can we assist? ^DDG"
@VerizonSupport I was told I would hear from a regional or higher that over saw a local store location since the store treated my family in rude and racist,@410538 That's not good at all! Was this in regard to your residential or cellular account with us? ^DDG
@VerizonSupport These were phone speeds on LTE. Service has been sluggish for weeks 2 the point of giving up until I’m on WiFi. I’ve reset network settings.,"@408922 Can you run a speed check on your Verizon Fios WiFi network?
^ACM"
Literally a whole hour and still no representative smh @115722 https://t.co/7j2AOJxsMf,"@211817 We can help right here with no phone call, what is going on?
^ACM"
@VerizonSupport Cell. We were upgrading one of our lines.,@410538 Allow us to get you over to our @115990 for assistance. ^DDG
"@VerizonSupport my internet appears to be out, tv is still working","@410539 Any red lights on the router?
^ACM"
@VerizonSupport is 20708 down for maintenance?,"@410537 Help is here. Use this link to search for outages and info in your area. ^DDG
https://t.co/gWM9fpR4QZ"
@VerizonSupport I don’t have Fios.,"@408922 So you are saying that your cellular data is slow?
^ACM"
@VerizonSupport hey I'm experiencing an outage can you assist ?,"@410536 Happy to help, what seems to be going on?
^ACM"
I’ve been holding for a @115725 rep for almost 30 mins. I’m too invested to hang up now https://t.co/XKhcvrYllT,@410795 No need for long painful holds over the phone. We can help you right now! How can we assist! ^DDG
@115722 your customer service sucks.,"@417195 We don't want you to feel that way, what is going on?
^ACM"
@VerizonSupport Yes. Beyond slow. To the point of giving up until I’m on wifi. My wife has the same issue. It’s very sporadic.,"@408922 We are sending this thread over to @115990 so they can assist.  This is Fios.
^ACM"
@115722 my Internet is down. Is there an outage in Laurel Maryland?,@410794 Do you have DSL or Fios with us? ^DDG
@VerizonSupport No connection at all is there an outage in my area,"@410536 Help is here. Use this link to search for outages and info in your area. ^DDG
https://t.co/fDisduTQiP"
@VerizonSupport Please help! my internet is down and I have not received any notices of an outage. Can you help?,"@410792 We most certainly can help! Do you have Fios or DSL with us? Is the internet light currently lit on the router?
^HSB"
"@VerizonSupport FIOS outage in Columbia, MD - is it just me?","@410789 Not that we are aware of at this time. Is the internet light currently lit on your router?
^HSB"
@VerizonSupport Fios. Looks like it's back up now. Thanks for the quick reply.,"@410794 Awesome! You are welcome and if you ever need us we are just a tweet away. 
^HSB"
@115722 on the phone waiting 30 minutes for someone to answer. #CustomerService,"@411056 We can help here! What trouble are you having with your service?
^HSB"
"@VerizonSupport Thanks for the fast response, fortunately my internet has come back after 30 min. The globe light was out. Thanks again 😁","@410792 No problem, if it goes out again let us know. 
^ACM"
@410791 Man! Screw Verizon!,"@410790 We don't want you to feel that way, what is going on?
^ACM"
verizon forced my parents onto voip after buying out AT&amp;T's phone copper on long island. an outage just killed their landline. #antitrustNOW,"@511322 Please follow and DM us if you need assistance.
^ACM"
@VerizonSupport Na man Verizon is cool. It is from a YouTube vid,"@410790 We just wanted to make sure you did not need any help. Enjoy the rest of your day! 
^HSB"
@VerizonSupport My internet is out. Already unplugged and replugged router. It powers up but nothing,"@411056 We can help. Is the internet light currently lit on your router? In what area are you located?
^HSB"
"@115722 ""Resume Play"" on On Demand means to resume play. NOT restart the program that can't be fast forwarded yet😡 THANKS!😒
#WTF","@411053 Is this a show that just aired?
^ACM"
@VerizonSupport getting this message on the Watch ESPN App. Help! https://t.co/4htK77l7TO,"@411054 Help has arrived! Are you able to view other content in the app?
^HSB"
Hey @115725......been on hold for an hour waiting for you to fix YOUR billing screwup......#customerDisservice,"@410261 Is this for a Fios or Cellular account?
^ACM"
"@115722 vs @115900 it's the worst competition ever. 1 wants my entire history for a quote, the other won't stop up selling me.",@411055 This is not the perception we want you to have of us. Allow us to turn this around for you. How can we assist? ^DDG
"@VerizonSupport Yes, but it's not connecting to any devices.","@411056 Have you tried to reset your router?
^NHP"
Been on hold for an hour and 13mins... Fios ONLY bill been messed up since June... Way to go @115725 @115722 https://t.co/NwrE1gnsPe,@411207 No need for long painful holds over the phone. We can help you right now! How can we assist! ^DDG
@VerizonSupport Told me they needed my social and bday just for a quote. That's an aggressive move just to check internet speeds. I just want internet.,"@411055 We do require that information for an official quote.
^ACM"
@VerizonSupport No! Nothing.,"@411054 We can take a look at your account. Please follow and DM us so we can access your information.
^NHP"
"@VerizonSupport I was watching the season premiere of The Walking Dead in my room, then my living room and when I clicked resume play, it restarted",@411053 We are aware of the issue and are currently working to resolve. We do apologize for the inconvenience. ^DDG
@VerizonSupport Verizon has been attempting to “Help Me” since June when I started my services... At this point I just want out,"@411207 What has been going on?
^ACM"
"@115722 why is my cable and internet not working?!? And yes, my bill is paid!","@411208 We are here to help, what area are you located?
^ACM"
"@VerizonSupport Yes, I did that when the issue first came up, I'm calling Infinity. They are apparently answering their phones for customer service.","@411056 We know your time is valuable, and we want to get this taken care of ASAP. Have you reset your battery backup?
^NHP"
"@VerizonSupport Philadelphia, Pa","@411208 Thanks for confirming. Do you know where the battery backup unit is located in the home? It may look like one of the following models. 
^HSB https://t.co/YXJYwYz8Hb"
@VerizonSupport I signed up when you were offering no contract highest GB internet for 79.99pr month... I some how ended up with a trio.. Then contracted,@411207 We can look into this! Please follow and DM so we can continue. ^DDG
@VerizonSupport I'm done. 45 minutes on hold is terrible. #nocustomerservice Infinity is offering me quite the package. Verizon answer my cancellation call,@411056 We can assist you here with getting connected. Please follow and DM us. ^NHP
"@115722 As a new customer as of September 18, 2017 I'm appalled that I've been on hold for 28:59 WITHOUT SPEAKING WITH ANYONE 😡😡just music non stop",@411350 No need for long painful holds over the phone. We can help you right now! How can we assist! ^DDG
@VerizonSupport Would that be inside or outside of the house,"@411208 The box is normally located either in a closet, basement or garage. ^NHP"
@VerizonSupport My FiOS line (50/50) is getting 3/50 since this AM. Tried rebooting router as well as Fiber ONT. Located in Maryland. HELP! https://t.co/BXbkf0ioR5,"@411349 Help is here! Thank you for trying those steps already. In what part of Maryland are you located?
^HSB"
@VerizonSupport 21117,"@411349 Thank you for confirming. The speeds you advised us of, was that over wireless or a wired connection?
^HSB"
"Talk about customer service, I call intl. get transferred several times then finally hung up on. Best part is I have no service - @115725","@411491 Oh no! This is not the service we strive to provide. We'd be happy to help. What trouble are you having with your service?
^HSB"
After a long day of spending money I ain’t got I come home to my internet cut tf off 🤦🏾‍♀️ DAMN YOU @115722! I was gone pay it today 😒,"@411490 Please follow and DM us. 
^ACM"
@VerizonSupport help,"@405689 Help is here! What can we do for you?
^HSB"
@VerizonSupport i didnt know til i checked at least most of my favorite shows are on local,@212488 We'll figure this out! What area are you located? ^DDG
@VerizonSupport ?,"@411208 Press and hold the alarm silence or ONT reset button in for 30 seconds. Wait 5 minutes reset your router and test service.
^NHP"
@VerizonSupport service is down. Tried calling support and get hung up on. What is going on? When will service be restored in MD?,@411631 Please follow and DM so we can continue. ^DDG
@VerizonSupport having an internet outage for the last 20 mins or so,"@411747 Hello Twist, Let's check for outages and updates. Please click the link below to enter your information.
^NHP
https://t.co/Ux9eIpudrq"
@VerizonSupport still holding....is there anyone that can assist me? https://t.co/o6qya0nX9Y,"@411630 We are here for you. What issue are you calling in about? Let us know, we want to help. ^JRA"
I've had zero problems with my internet since I switched to @115722 ! I could barely connect to the internet with @115955,@182898 We appreciate the kind words. If you ever need support we are here for you 24x7. ^JRA
"@VerizonSupport Since I have your attention, kindly message me an email of your escalation team/upper mgnt. so I can relay my complaint.",@411491 You're in the right place! Please follow and DM so we can gather more info on your experience. ^DDG
@VerizonSupport Now this is service!!!!,@182898 Thanks again! Have a great evening! ^JRA
@VerizonSupport I have a technician scheduled for Friday — and I’ll use my neighbors @115900 in the interim. 😫,"@411349 Sorry for the inconvenience but the tech will be able to correct the speeds for you! 
^HSB"
"@VerizonSupport I did. It said all should be good. Router shows red globe icon, router webpage shows no connection. Power cycled, retightened cable.","@411747 Have you reset your battery back up box?
^NHP"
@VerizonSupport Billing issues,@411630 No need for long painful holds over the phone. We can help you right now! How can we assist! ^DDG
@VerizonSupport How do I reset router and test service? I held the button that says SETUP down and it flashed green now it’s flashing red,@411208 If we understand all services are still down? Do you happen to have a system status light after resetting the unit? ^JRA
@115722 is average as hell.  Wish I never left @247,@411745 This is not the perception we want you to have of us. Allow us to turn this around for you. How can we assist? ^DDG
. @115722 trash,@411900 Help is here! How can we assist?  ^DDG
"@VerizonSupport Slow internet, lag on ondemand, it’s not the product you advertise.","@411745 On the back of the router use the pointed end of a paper clip to press and hold the Reset button for 10 seconds. 
^NHP"
@117830 @119000 @115722 DM me with ya best WiFi package in the NY area.. I’m not fucking with Specum (@115955)     anymore,"@411746 We have many different bundles fit for your liking. Use this link to check them out. ^DDG
https://t.co/9OLsWJLqxQ"
been on hold with @VerizonSupport for two hours to get @115722 STB working.  when am i supposed to assume that nobody is picking up?,@411744 No need for long painful holds over the phone. We can help you right now! How can we assist! ^DDG
Wow. @115722 &amp; @VerizonSupport wont approach my landlord to offer service. They insist landlord contact them. That inhibits competition,@312635 3 LFAs have been sent with no response. Our apologies as we have not received any replies for the 3 requests.  ^JRA
"@VerizonSupport That worked thank you. Odd, never had to go that far before.","@411747 Awesome! If you ever need us again, we're here 24/7! ^DDG"
@VerizonSupport Done this a few times,"@411745 Are you able to locate your battery backup?
^NHP"
@115722 Wondering when last week's Greys will be on demand?  What's the hold up you dirty rats?,"@411899 Our apologies, are the episodes you are looking for available on their app or website when using your Fios Credentials? ^JRA"
@VerizonSupport 1hour hold time,@411898 Let's help you out here! Are all Fios services out? ^DDD
@VerizonSupport you are a terrible company,@411898 Thank you. Are all channels out? What do you see on your screen? ^DDD
@VerizonSupport Never mind I’m good ☺️,"@411900 Awesome! If you ever need us again, we're here 24/7! ^DDG"
@VerizonSupport Why is the hold time greater than 1 hour?!?,"@411208 We've noticed call volume is higher in the evening, but we'd like to assist you here. Please follow and DM us at your convenience.  ^DDD"
@115725 I think the only thing you can do is retrain your customer service departments so they are all on the same page.,@410793 What issue are you having with the Red Zone? ^JRA
@VerizonSupport All channels,@411898 Thank you. Does anything change after unplugging and plugging in the power cable to your Set Top Box? ^DDD
@VerizonSupport Blank screen,@411898 Is this impacting all your TVs and can you still access on demand content? ^JRA
@VerizonSupport is the SORRIEST EVER PERIOD!!!,"@412015 Oh no, what has you feeling this way? Let us know, we want to help.  ^JRA"
Say @115725 Idk wtf y’all got goin in but y’all better fix the shit or Ima pull up and go off on one of y’all employees on behalf of y’all,@412014 We're here for you! Is this regarding Fios or Wireless (mobile) service? ^DDD
"@115722 are crooks man, charging you out the ass without notice and then you try to call and they have a 45 minute hold time. CROOKS",@189650 We'd like to change your perception. Please follow and DM us so we can assist. ^DDD
@VerizonSupport Do you think I would be tweeting you if I had not tried this?,"@411898 We understand, after having tried it do you see the correct time displayed on any of the STBs? ^JRA"
@VerizonSupport Y’all gonna have someone call me now before I waste my time?,"@189650 We work entirely in the social space. Please send us a DM so we can assist you here.
^NHP"
@VerizonSupport I don’t fucking know it’s been searching for 30 mins. Don’t try to play me,"@412014 Sounds like a Verizon Wireless smartphone is what you're referring to, is that correct? ^DDD"
@VerizonSupport I’m sick of shows restarting from the beginning and not being able to fast forward To resume. What can I do??,"@412013 Hi Brandon, Are you watching shows via On Demand?
^NHP"
@412137 @115725 Glad I'm not the only one. Nobody at @115725 cares. Support always shrugs and does nothing. I'll be switching as well.,@412136 We're here for you. Is this regarding Fios or Wireless (mobile) service? ^DDD
@VerizonSupport Indeed I am.,@412013 Unfortunately the playback features are disabled by the Network. Is this happening for when you pause a show? ^JRA
@VerizonSupport Nvm. They fixed it. My bad ☺️,"@412014 No worries, have a great evening! ^JRA"
"Thank god I have @115725, how else would I get laundry done, dinner made, dishes washed without having a YouTube video constantly freezing","@412135 Oh no, we want you to be able to enjoy Youtube. Is this regarding Mobile or Residential services? ^JRA"
@VerizonSupport Send me right phone #/email address. I'll give to my landlord. You failed to tell me they didn't respond. That wasted my time.,"@312635 Your landlord can contact us @ 800 837-4966 to request Fios to be installed.
^NHP"
@115722 my WiFi has been incredibly slow this past month. Can barely use. Can you send help please?,@412133 We can assist you from here. Has the router been rebooted recently and do wired devices have the same issue? ^JRA
@VerizonSupport Yes.,"@412013 Unfortunately, There's no way to enable it. We can only download the content as it is sent over to us.
^NHP"
@VerizonSupport an extra $10 to get back what was originally included only 3 months ago. Enjoy scamming your customers I see.,"@412236 Hello Portare, Can you elaborate on what you're paying the extra $10.00 for?
^NHP"
@VerizonSupport To get back video streaming over 720p on unlimited plans. Was included originally. Then capped without warning. Now back for a cost.,"@412236 Let us get this over to our wireless counterparts for all your mobile concerns @115990.
^NHP"
@VerizonSupport just leave me here to die.,"@412135 We don't want that but we would like to help. If you would like assistance we are just a tweet away!
^HSB"
@115722 It’s been 2 days like this. Does anyone monitor the output? https://t.co/8ZPYCMdY5B,@412368 Is this happening on all your TVs and does it impact commercials? ^JRA
@VerizonSupport Yes and yes (:,@412133 We are not seeing any reports for the issue as of yet. So we have a benchmark post your wired results from https://t.co/IYuwpsZKjE  ^JRA
@VerizonSupport And I assume the only “get-around” is to purchase your DVR-STB to record?,"@412013 You could do that or press the play/pause/RR button on the remote to stop the episode from timing out while viewing on demand content.
^HSB"
"@VerizonSupport DISBELIEF, GUYS, AT YOUR FAILING TO UNEARTH FOR ME THAT THEY DIDN'T RESPOND TO 3 LFAs whatever they are. Ticks me off for wasting my time","@312635 We really don't want you to feel this way.
^NHP"
@115990 The wifi was great for 6 months &amp; now it sucks for no reason! This happened 6 months ago and I tweeted so hopefully this helps,@412366 It may be wireless interference. Try rebooting the router and testing your Wifi again. ^JRA
@VerizonSupport I have a fiber line overhead in my alley and a dead tree is leaning on it in LA. DM for details.,"@412367 We want to help you but Frontier services your area.
^NHP"
@VerizonSupport  https://t.co/fQQdByfdPt,"@412133 What speeds are you getting wired?
^NHP"
"@VerizonSupport Lookin to only pay half my bill from now on. Seems fair right? I only get half the service. Might as well only pay for half the bill, right?","@412135 Allow us the opportunity to make sure you are getting all of your service.  Do you have cellular or residential service with us?
^HSB"
@VerizonSupport @116136 even simple things are ridiculous to accomplish with your customer service,"@189650 It looks like you are in the chat with one of our reps. Is this correct?
^HSB"
@VerizonSupport hello response?????,@405689 We will have to refer this to our wireless counterparts @115990 for all your mobile concerns.  ^JRA
@VerizonSupport Thanks! It was the input. Thanks for putting me on the right track!,"@143013 No problem at all! If you need us again, we're here for you 24/7! ^DDG"
"@VerizonSupport Also, tried aclling for support, but signal is so bad even that won’t work. Seriously, I live in the middle of town. What gives??","@412479 Thanks for the tweet! We'll refer this to our wireless colleagues @115990 since we handle Fios and DSL accounts. 
^HSB"
@VerizonSupport I already did three times.,"@412366 Are you having speed or connectivity issues?
^HSB"
@VerizonSupport Connectivity,@412366 How far are you from the router and do all devices have the same issue? ^JRA
